name,price,status,shipping,free_returns,items_sold
Stadium Approved Clear Mini Backpack Heavy Duty Transparent Backpack for Concert,1618,Brand New,0,True,
Quote Badge Art Success Embroidered Patch Punk Bag Backpack Iron On Applique,298,Brand New,0,False,7
Ogio Gambit Laptop Back Pack - Graphite - New,8495,Brand New,0,True,
"adidas Foundation 6 Backpack, Black/White, One Size",6169,Brand New,0,False,
NWT Camo or Blk Champion Forever Expedition & Utility Backpack Laptop School Bag,4840,Brand New,0,False,
New Balance Unisex OPP Core Backpack Grey Size OSZ,1999,Brand New,0,False,
Oakley SI Kitchen Sink Backpack Black Multicam F0S900932-02L,17196,Brand New,0,False,
The North Face Yavapai Backpack Back To School Outdoor  CF9ZCEV-0S Grey/Green,5995,Brand New,0,False,
100L Large Camping Backpack Waterproof Hiking Military Camo Travel Tactical Bag,2999,Brand New,199,False,
PUMA Junior Evercat Duo Combopack 2.0,2499,Brand New,0,True,
Fjallraven Casual Daypack 25L and 16L,3999,Brand New,0,True,
Jansport Green Ombre Zip Backpack,1499,Pre-Owned,1100,False,
swiss gear backpack black,500,Pre-Owned,1710,False,
Nike Brasilia Clear Training Backpack,4943,Brand New,0,False,
NEW Travis Mathew Corona Premier Backpack TRICENTER Navy Blue Nights,2999,Brand New,1575,False,
Men Backpack Molle Tactical Sling Chest Pack Shoulder Bag Outdoor Hiking Travel,817,Brand New,0,False,
The North Face Borealis Backpack Black Hiking Camping School,2990,Pre-Owned,1085,False,
Green Triple Tree Canvas Backpack,4999,Pre-Owned,920,False,
DSPTCH Backpack Navy Blue Work Laptop,12500,Pre-Owned,1250,False,
US 60L Molle Outdoor Military Tactical Bag Camping Hiking Trekking Backpack,3598,Brand New,0,False,
Motorcycle Helmet Backpack Large Capacity Helmet Backpack Bag-Waterproof Expa...,6845,Brand New,0,True,
Leather Sling Bag for Men Chest Shoulder Crossbody Hiking Backpack Daypack Gifts,996,Brand New,0,True,
Men Backpack Molle Tactical Sling Chest Pack Shoulder Bag Outdoor Hiking Travel,1139,Brand New,0,False,21
The North Face UNISEX Aurora GRAY 22 L Hiking Comfort ONE SIZE Backpack $109 NEW,6499,Brand New,0,True,
LEO Outdoor Backpack Trekking Sport Travel Rucksacks Camping Hiking Bags,3324,New (Other),0,False,
