name,price,status,shipping,free_returns,items_sold
"New ListingSwiss Gear Wenger Laptop Case w Shoulder Strap 17"" Messenger Bag",1999,Pre-Owned,850,True,
New ListingLNC-Vera Bradley Laptop Sleeve In Ribbons,1499,Pre-Owned,650,False,
"18"" Inch Laptop Shoulder Messenger Bag Case For Apple MacBook Air Pro Dell HP",1969,Brand New,0,True,172
"New ListingGood Vibes Laptop Sleeve Case Bag Cover MacBook or other Small 14"" w x 9.5 t NIP",1399,Brand New,610,False,
"13/14/15""Laptop Sleeve Carry Bag W/ Shoulder Strap Pouch Case Inch for Macbook",1399,Brand New,0,False,
MacBook Pro 16 inch Black Case 2019 A2141 SUPCASE UB Rugged Slim Cover Cooling,2099,Brand New,0,True,
NEW HP Executive 17.3 Top Load notebook/laptop case - 6KD08UT,2499,Brand New,1000,True,50
"i-Blason for Apple MacBook Pro 16"" (A2141) 2019 Rugged Case Dual Layer 360 Cover",2624,Brand New,0,True,75
Laptop Bag Case With Shoulder Strap For 14'' 15'' 16'' inch HP Lenovo Mac Dell,1490,Brand New,0,False,
For MacBook Air 13 (2018-2020) A2179/A1932 Sleeve Case Folio Book Cover,1779,Brand New,0,True,
"Rubberized Hard Case Shell+Keyboard Cover+LCD Film Macbook Air/Pro 13""14""16"" M2",1399,Brand New,0,False,79
New ListingMoonlight Girl Hard Shell For Macbook Pro Air 11 12 13 M1 15 16 inch Laptop Case,599,Brand New,0,False,
Laptop Bag Case w/ Shoulder Strap For 14'' 15'' 16'' inch HP Lenovo Macbook Dell,1495,Brand New,0,True,
"15"" 15.6"" Laptop Computer Sleeve Case Bag w Hidden Handle 2503",1495,Brand New,0,False,
Notebook Laptop Sleeve Case Bag for Macbook Pro Air Retina 15-15.6 Inch Cover,875,Brand New,0,True,83
New ListingCase Logic soft shell laptop case for 13” MacBookPro 13.3” Chromebook BLACK,1000,Brand New,1085,False,
New ListingLaptop Bag Case For Hp Laptops Up To 10.2” Inch Sleeve Notebook Bag,799,Brand New,685,False,
New ListingPelican 1470 Black Waterproof Laptop Case- Double Safety Lock with 2 Keys & Foam,7995,Pre-Owned,0,True,
New ListingVera Bradley turquoise blue Hard Shell Kindle iPad Tablet CASE 8 x 11 cross body,995,Pre-Owned,1000,False,
"New ListingLaptop Tablet Sleeve Case Cover Bag London Subway Map 14"" x 10"" Storage",1999,Pre-Owned,0,False,
Laptop Sleeve Bag for Macbook Air Pro 13 M1 M2 11 12 13.6 14 15 16 17 inch Case,1799,Brand New,0,False,
"GENUINE APPLE LEATHER SLEEVE FOR MACBOOK PRO AIR 13 15 16"" CASE BLACK BLUE BROWN",9163,Brand New,2807,False,
New ListingGold Rose Elegant Marble Hard Case For Macbook M2 Air 13 12 11 Pro 14 15 16 inch,1898,Brand New,0,False,
Laptop Protective Case Cover Shockproof Waterproof Cover For 11/13/14/15/15.6'',699,Brand New,0,False,
"New ListingTargus Intellect 14"" Laptop Bag Carrying Case Notebook Chromebook Black TBT260",2200,Brand New,699,False,
New ListingPelican - 1490 Hard Shell Laptop Case Black,4100,Pre-Owned,1267,False,
Speck Flaptop Sleeve Macbook Air 13 Inch Black Slate Grey,999,Brand New,0,True,67
New ListingKenneth Cole Reaction Leather Brown Messenger Briefcase Computer Laptop Case Bag,7999,Pre-Owned,890,False,
New ListingCloe Uomo Laptop Case 4EQCP20165MAR,3900,Pre-Owned,3636,True,
