name,price,status,shipping,free_returns,items_sold
Jaybird Vista 2 Noise-Canceling True Wireless Sport Headphones BLACK 985-000928,7388,New (Other),0,False,
Skullcandy INDY EVO True Wireless Earbuds (Certified Refurbished)-92 BLUE,1999,Certified - Refurbished,0,True,237
"Tribit XFree Tune Bluetooth Headphones Over Ear, Noise Cancelling, Hi-Fi Stereo ",3299,Brand New,0,False,285
Skullcandy Spoke True Wireless Bluetooth Earbuds - Black (V2VYW-N161),1500,Brand New,0,True,
Sony WH1000XM5 Wireless Headphones - Black,32999,Brand New,0,True,335
Panasonic RP-HJE125 Ergofit In-Ear Headphones Earphones Earbuds FREE SHIPPING!!!,940,Brand New,0,True,838
Anker Soundcore Life Dot 2S True Wireless Earbuds - Black,3500,Brand New,0,False,
Beats by Dr. Dre Powerbeats Pro Wireless Headphones - black ,9999,Pre-Owned,0,True,
Genuine Apple AirPods Pro Replacement Right or Left or Charging Case,5799,Pre-Owned,0,True,
Jabra Elite Active 75t True In Ear Headphones - Titanium Black,4600,Brand New,0,False,
Beats by Dr Dre Beats Fit Pro Replacement Part: Right or Left or Charging Case,4950,New (Other),0,True,
JABRA ELITE 65T TRUE WIRELESS EARBUD HEADPHONES - TITANIUM BLACK,3899,New (Other),0,True,1086
Bone Conduction Headphones Wireless Bluetooth 5.1 Outdoor Sport Open-Ear Headset,1559,Brand New,0,True,
Wireless Bluetooth Headphone Super Bass Retractable Stereo Earphone Headsets Mic,1359,Brand New,0,True,
Insignia NS-HAWHP2 RF Wireless Over the Ear Headphones - Black,2575,New (Other),0,True,40
Beats by Dr. Dre urBeats In-Ear only Headphones - Gray,1499,Brand New,0,False,154
Beats by Dr. Dre Studio Buds Noise-Canceling True Wireless In-Ear Headphones bla,6799,New (Other),0,True,
"Sleep Headphones Bluetooth Headband, Workout, Jogging, Yoga,Insomnia, Air Travel",838,Brand New,0,True,
Skullcandy Jib Wireless In-Ear-Earbuds-NEW-Black,888,Brand New,0,True,179
JBL Tune 760NC Noise-Canceling Bluetooth Wireless Over-Ear Headphones,8799,Brand New,0,False,
JBL TUNE 460BT Extra Bass Wireless On-Ear Headphones with 11 Hours Playtime,2999,Brand New,0,False,94
Skullcandy CRUSHER WIRELESS Over-Ear Headphones w/ Mic (Cert Refurb)-GRAY/TAN,6499,Certified - Refurbished,0,True,854
Beats by Dr. Dre BeatsX Beats X Bluetooth Wireless In-Ear Headphones - Excellent,3499,Excellent - Refurbished,0,True,110
Skullcandy CRUSHER ANC Wireless Headphones w/ Mic (Cert Refurbished)-BLACK,14499,Certified - Refurbished,0,True,
Skullcandy Crusher Wireless Headphones Bluetooth Over Ear Extra Bass - Black,6499,Pre-Owned,0,False,214
Bose SoundSport In-Ear Bluetooth wireless sports  Earphones Headphones Earbuds,5895,New (Other),0,True,74
3.5mm HIFI Super Bass Headset In-Ear Earphone Stereo Earbuds Headphone Wired Mic,299,Brand New,0,False,
Trucker Wireless Headset Bluetooth 5.2 Noise Cancelling Mic For SmartPhones PC,1699,Brand New,0,True,
 Beats by Dr. Dre Powerbeats Pro Ear-Hook Wireless Headphones - Black,12499,New (Other),0,True,
Bone Conduction Headphones Bluetooth Wireless Headset Outdoor Sport Earbuds USA,1199,Brand New,0,False,
Bluetooth Headset Stereo Sound Wireless Earphones Earbuds in-Ear Headphones,1399,Brand New,0,True,
Sony WH-CH510 Wireless On-Ear Bluetooth Headphones - Black - WHCH510 with BOX,3064,New (Other),0,True,
Sony WH-XB910N EXTRA BASS Noise Cancelling Bluetooth Headphones,9999,Certified - Refurbished,0,True,1655
JBL Tune 660NC On-ear Active Noise-cancelling Wireless Bluetooth Headphones-NEW,4999,Brand New,0,False,
Skullcandy SESH TRUE Wireless In-ear Bluetooth Earbuds (Certified Refurb)-BLACK,1799,Certified - Refurbished,0,True,766
JBL Endurance Peak True Wireless Headphones - Black - JBLENDURPEAKBLKAM,3499,New (Other),0,True,
NEW Wired Gaming Headphones Over Ear Headset Earphone With Mic Volume Control US,899,Brand New,0,True,
TWS Wireless Earbuds Bluetooth 5.0 Waterproof Headset Headphones With Power Bank,999,Brand New,0,True,
Jaybird X4 Wireless Bluetooth Sport Headphones Black 985-000808,2489,New (Other),0,False,
Bluetooth 5.1 Bone Conduction Headphones Wireless Earphone Outdoor Sport Headset,1299,Brand New,0,False,
"Wired Earbuds with Mic Volume Control, Stereo Bass Noise Cancelling Headphones",1139,Brand New,0,True,
Beats by Dr. Dre Studio Wireless In-Ear  Buds - White - 1 Year Warranty,6499,Refurbished,0,False,
Bluetooth Earbuds TWS 5.1 Wireless Waterproof Headphones Stereo Earphone M10,1189,Brand New,0,True,
Plantronics BackBeat Fit 3100 True Wireless Sport Outdoor Earbuds Waterproof,2999,New (Other),0,True,2555
Soundcore Liberty Air 2 Pro Bluetooth Wireless Earbuds Stereo Headphones Headset,4199,Certified - Refurbished,0,True,
Klipsch True Wireless KC5 II Waterproof Earphones,6900,Brand New,0,True,63
JLab Studio Wired On-Ear Headphones - Black,1098,New (Other),0,False,
Aftershokz AIR Bone Conduction Bluetooth Open Ear Wireless Headphones,9995,Brand New,0,True,183
"AfterShokz AS650 Trekz Air Wireless Bone Conduction Headphones Canyon Red, New",7900,Brand New,0,False,53
Sony WH-CH700N Wireless Noise Cancelling Gray Bluetooth Headphones,6500,Brand New,0,False,61
"Sony WH-CH710N/B Wireless Bluetooth Noise Cancelling Headphones, Black (Read)1.3",2399,Pre-Owned,599,False,15
Apple Beats by Dr. Dre Powerbeats Pro Totally Wireless Bluetooth Earphones OEM,10489,New (Other),0,True,
Soundcore Life Dot 2 XR True Wireless Earbuds Noise Cancelling In-Ear Headphones,4299,Certified - Refurbished,0,True,
Soundcore Life Note 3S True Wireless Earbuds In-Ear Headphones Bass Call Headset,2090,Certified - Refurbished,0,True,209
Replacement Beats by Dr. Dre Beats Fit Pro True Wireless Noise Cancelling Buds,4999,Pre-Owned,0,True,168
Panasonic RP-HT21 3.5 mm Jack Lightweight Wired On-Ear Headphones Black NEW,999,Brand New,0,True,828
Skullcandy JIB Wired Earbuds In-Ear Stereo Earphones Black 3.5mm Jack,1099,Brand New,0,True,188
Marshall - Major IV Bluetooth Headphone with wireless charging-Black NEW SEALED,9499,Brand New,0,False,
Soundcore Life Dot 2S True Wireless Earbuds In-Ear Headphone Waterproof |Refurb,3299,Certified - Refurbished,0,True,
Anker Soundcore Life Tune XR Wireless Headphones ANC Over-Ear Earphones⁣| Refurb,5299,Certified - Refurbished,0,True,
JBL TUNE 125TWS True Wireless Bluetooth In-Ear Headphones - Black,5995,Brand New,0,True,243
NOT WORKING APPLE AIRPODS PRO - FOR PARTS OR REPAIRS ONLY -,9999,Parts Only,0,False,613
Sony WH-XB910N Wireless Noise Cancelling Headphones - Black - 1 Year Warranty,9999,New (Other),0,False,73
Apple AirPods Max Wireless Over-Ear Headset with Smart Case - Excellent,34999,Excellent - Refurbished,0,True,
JLab JBuds Air True Wireless Bluetooth Earbuds Charging Case Black,1966,New (Other),0,True,
Beats by Dr. Dre - Beats Flex All-Day Wireless Bluetooth Earphones,3275,New (Other),0,True,
Philips SHP9500S HiFi Precision Stereo Over-ear Headband Headphones (Black),5298,New (Other),0,True,
New Bluetooth 5.1 Headset Wireless Earbud Earphones Stereo Headphones Ear Hook,799,Brand New,0,False,
